case_id,predictor,series,run_id,years_from_campaign,value
16,prevalence,run,1,-0.5452,0.128386
16,prevalence,run,1,-0.5068,0.142788
16,prevalence,run,1,-0.4685,0.154008
16,prevalence,run,1,-0.4301,0.158594
16,prevalence,run,1,-0.3918,0.159271
16,prevalence,run,1,-0.3534,0.153172
16,prevalence,run,1,-0.3151,0.144669
16,prevalence,run,1,-0.2767,0.133902
16,prevalence,run,1,-0.2384,0.122501
16,prevalence,run,1,-0.2,0.113026
16,prevalence,run,1,-0.1616,0.105138
16,prevalence,run,1,-0.1233,0.097942
16,prevalence,run,1,-0.0849,0.089924
16,prevalence,run,1,-0.0466,0.083326
16,prevalence,run,1,-0.0082,0.077188
16,prevalence,run,1,0.0301,0.072043
16,prevalence,run,1,0.0685,0.069003
16,prevalence,run,1,0.1068,0.066785
16,prevalence,run,1,0.1452,0.06578
16,prevalence,run,1,0.1836,0.065998
16,prevalence,run,1,0.2219,0.067055
16,prevalence,run,1,0.2603,0.06912
16,prevalence,run,1,0.2986,0.0716
16,prevalence,run,1,0.337,0.074816
16,prevalence,run,1,0.3753,0.080433
16,prevalence,run,1,0.4137,0.08801
16,prevalence,run,1,0.4521,0.096253
16,prevalence,run,1,0.4904,0.105186
16,prevalence,run,1,0.5288,0.112763
16,prevalence,run,1,0.5671,0.118441
16,prevalence,run,1,0.6055,0.119404
16,prevalence,run,1,0.6438,0.116087
16,prevalence,run,1,0.6822,0.10962
16,prevalence,run,1,0.7205,0.101776
16,prevalence,run,1,0.7589,0.093816
16,prevalence,run,1,0.7973,0.086151
16,prevalence,run,1,0.8356,0.079704
16,prevalence,run,1,0.874,0.073921
16,prevalence,run,1,0.9123,0.068543
16,prevalence,run,1,0.9507,0.06334
16,prevalence,run,1,0.989,0.058827
16,prevalence,run,1,1.0274,0.054945
16,prevalence,run,1,1.0658,0.052841
16,prevalence,run,1,1.1041,0.051639
16,prevalence,run,1,1.1425,0.051956
16,prevalence,run,1,1.1808,0.054879
16,prevalence,run,1,1.2192,0.058501
16,prevalence,run,1,1.2575,0.061677
16,prevalence,run,1,1.2959,0.066395
16,prevalence,run,1,1.3342,0.072449
16,prevalence,run,1,1.3726,0.081268
16,prevalence,run,1,1.411,0.090931
16,prevalence,run,1,1.4493,0.102211
16,prevalence,run,1,1.4877,0.11424
16,prevalence,run,1,1.526,0.124115
16,prevalence,run,1,1.5644,0.131336
16,prevalence,run,1,1.6027,0.134442
16,prevalence,run,1,1.6411,0.131976
16,prevalence,run,1,1.6795,0.126196
16,prevalence,run,1,1.7178,0.117166
16,prevalence,run,1,1.7562,0.108065
16,prevalence,run,1,1.7945,0.100078
16,prevalence,run,1,1.8329,0.091921
16,prevalence,run,1,1.8712,0.084962
16,prevalence,run,1,1.9096,0.079468
16,prevalence,run,1,1.9479,0.073497
16,prevalence,run,1,1.9863,0.067984
16,prevalence,run,1,2.0247,0.063319
16,prevalence,run,1,2.063,0.062427
16,prevalence,run,1,2.1014,0.061386
16,prevalence,run,1,2.1397,0.062561
16,prevalence,run,1,2.1781,0.065499
16,prevalence,run,1,2.2164,0.069522
16,prevalence,run,1,2.2548,0.072615
16,prevalence,run,1,2.2932,0.078316
16,prevalence,run,1,2.3315,0.085597
16,prevalence,run,1,2.3699,0.092113
16,prevalence,run,1,2.4082,0.102814
16,prevalence,run,1,2.4466,0.116051
16,prevalence,run,1,2.4849,0.129403
16,prevalence,run,1,2.5233,0.13972
16,prevalence,run,1,2.5616,0.148127
16,prevalence,run,1,2.6,0.150572
16,prevalence,run,1,2.6384,0.148278
16,prevalence,run,1,2.6767,0.141624
16,prevalence,run,1,2.7151,0.132988
16,prevalence,run,1,2.7534,0.123028
16,prevalence,run,1,2.7918,0.112675
16,prevalence,run,1,2.8301,0.10441
16,prevalence,run,1,2.8685,0.096997
16,prevalence,run,1,2.9068,0.090014
16,prevalence,run,1,2.9452,0.083082
16,prevalence,run,1,2.9836,0.077544
16,prevalence,run,2,-3.0,0.077807
16,prevalence,run,2,-2.9616,0.073384
16,prevalence,run,2,-2.9233,0.070748
16,prevalence,run,2,-2.8849,0.069767
16,prevalence,run,2,-2.8466,0.071289
16,prevalence,run,2,-2.8082,0.07448
16,prevalence,run,2,-2.7699,0.077351
16,prevalence,run,2,-2.7315,0.082039
16,prevalence,run,2,-2.6932,0.085973
16,prevalence,run,2,-2.6548,0.092452
16,prevalence,run,2,-2.6164,0.101829
16,prevalence,run,2,-2.5781,0.112008
16,prevalence,run,2,-2.5397,0.12246
16,prevalence,run,2,-2.5014,0.133297
16,prevalence,run,2,-2.463,0.145278
16,prevalence,run,2,-2.4247,0.151377
16,prevalence,run,2,-2.3863,0.15063
16,prevalence,run,2,-2.3479,0.145992
16,prevalence,run,2,-2.3096,0.138653
16,prevalence,run,2,-2.2712,0.128665
16,prevalence,run,2,-2.2329,0.119351
16,prevalence,run,2,-2.1945,0.110776
16,prevalence,run,2,-2.1562,0.102728
16,prevalence,run,2,-2.1178,0.095477
16,prevalence,run,2,-2.0795,0.088271
16,prevalence,run,2,-2.0411,0.081429
16,prevalence,run,2,-2.0027,0.075272
16,prevalence,run,2,-1.9644,0.070667
16,prevalence,run,2,-1.926,0.068246
16,prevalence,run,2,-1.8877,0.067931
16,prevalence,run,2,-1.8493,0.070081
16,prevalence,run,2,-1.811,0.072521
16,prevalence,run,2,-1.7726,0.075834
16,prevalence,run,2,-1.7342,0.080202
16,prevalence,run,2,-1.6959,0.085172
16,prevalence,run,2,-1.6575,0.091092
16,prevalence,run,2,-1.6192,0.099367
16,prevalence,run,2,-1.5808,0.111902
16,prevalence,run,2,-1.5425,0.124555
16,prevalence,run,2,-1.5041,0.136452
16,prevalence,run,2,-1.4658,0.14595
16,prevalence,run,2,-1.4274,0.150798
16,prevalence,run,2,-1.389,0.151121
16,prevalence,run,2,-1.3507,0.14703
16,prevalence,run,2,-1.3123,0.140305
16,prevalence,run,2,-1.274,0.130559
16,prevalence,run,2,-1.2356,0.120931
16,prevalence,run,2,-1.1973,0.11129
16,prevalence,run,2,-1.1589,0.102443
16,prevalence,run,2,-1.1205,0.094213
16,prevalence,run,2,-1.0822,0.086775
16,prevalence,run,2,-1.0438,0.079368
16,prevalence,run,2,-1.0055,0.073111
16,prevalence,run,2,-0.9671,0.0688
16,prevalence,run,2,-0.9288,0.066597
16,prevalence,run,2,-0.8904,0.067361
16,prevalence,run,2,-0.8521,0.068886
16,prevalence,run,2,-0.8137,0.071793
16,prevalence,run,2,-0.7753,0.076329
16,prevalence,run,2,-0.737,0.081357
16,prevalence,run,2,-0.6986,0.086576
16,prevalence,run,2,-0.6603,0.094232
16,prevalence,run,2,-0.6219,0.102675
16,prevalence,run,2,-0.5836,0.112889
16,prevalence,run,2,-0.5452,0.125456
16,prevalence,run,2,-0.5068,0.136813
16,prevalence,run,2,-0.4685,0.146403
16,prevalence,run,2,-0.4301,0.152205
16,prevalence,run,2,-0.3918,0.155115
16,prevalence,run,2,-0.3534,0.15274
16,prevalence,run,2,-0.3151,0.144615
16,prevalence,run,2,-0.2767,0.134249
16,prevalence,run,2,-0.2384,0.124852
16,prevalence,run,2,-0.2,0.115172
16,prevalence,run,2,-0.1616,0.106686
16,prevalence,run,2,-0.1233,0.09779
16,prevalence,run,2,-0.0849,0.090711
16,prevalence,run,2,-0.0466,0.083401
16,prevalence,run,2,-0.0082,0.077354
16,prevalence,run,2,0.0301,0.072978
16,prevalence,run,2,0.0685,0.070074
16,prevalence,run,2,0.1068,0.068216
16,prevalence,run,2,0.1452,0.067688
16,prevalence,run,2,0.1836,0.06811
16,prevalence,run,2,0.2219,0.070246
16,prevalence,run,2,0.2603,0.071716
16,prevalence,run,2,0.2986,0.073219
16,prevalence,run,2,0.337,0.076609
16,prevalence,run,2,0.3753,0.081106
16,prevalence,run,2,0.4137,0.087662
16,prevalence,run,2,0.4521,0.095418
16,prevalence,run,2,0.4904,0.102768
16,prevalence,run,2,0.5288,0.109853
16,prevalence,run,2,0.5671,0.1134
16,prevalence,run,2,0.6055,0.114204
16,prevalence,run,2,0.6438,0.11163
16,prevalence,run,2,0.6822,0.10572
16,prevalence,run,2,0.7205,0.097537
16,prevalence,run,2,0.7589,0.090504
16,prevalence,run,2,0.7973,0.083987
16,prevalence,run,2,0.8356,0.077438
16,prevalence,run,2,0.874,0.071634
16,prevalence,run,2,0.9123,0.06596
16,prevalence,run,2,0.9507,0.060015
16,prevalence,run,2,0.989,0.054867
16,prevalence,run,2,1.0274,0.051319
16,prevalence,run,2,1.0658,0.048898
16,prevalence,run,2,1.1041,0.049122
16,prevalence,run,2,1.1425,0.050662
16,prevalence,run,2,1.1808,0.052815
16,prevalence,run,2,1.2192,0.054653
16,prevalence,run,2,1.2575,0.057753
16,prevalence,run,2,1.2959,0.060995
16,prevalence,run,2,1.3342,0.066567
16,prevalence,run,2,1.3726,0.07455
16,prevalence,run,2,1.411,0.084329
16,prevalence,run,2,1.4493,0.096415
16,prevalence,run,2,1.4877,0.106848
16,prevalence,run,2,1.526,0.116012
16,prevalence,run,2,1.5644,0.123085
16,prevalence,run,2,1.6027,0.127863
16,prevalence,run,2,1.6411,0.126147
16,prevalence,run,2,1.6795,0.1199
16,prevalence,run,2,1.7178,0.112209
16,prevalence,run,2,1.7562,0.103618
16,prevalence,run,2,1.7945,0.095526
16,prevalence,run,2,1.8329,0.087827
16,prevalence,run,2,1.8712,0.081093
16,prevalence,run,2,1.9096,0.074747
16,prevalence,run,2,1.9479,0.068548
16,prevalence,run,2,1.9863,0.063995
16,prevalence,run,2,2.0247,0.05987
16,prevalence,run,2,2.063,0.057635
16,prevalence,run,2,2.1014,0.05704
16,prevalence,run,2,2.1397,0.058687
16,prevalence,run,2,2.1781,0.062423
16,prevalence,run,2,2.2164,0.066055
16,prevalence,run,2,2.2548,0.070277
16,prevalence,run,2,2.2932,0.074602
16,prevalence,run,2,2.3315,0.080871
16,prevalence,run,2,2.3699,0.089968
16,prevalence,run,2,2.4082,0.100403
16,prevalence,run,2,2.4466,0.111786
16,prevalence,run,2,2.4849,0.123854
16,prevalence,run,2,2.5233,0.13714
16,prevalence,run,2,2.5616,0.144775
16,prevalence,run,2,2.6,0.146508
16,prevalence,run,2,2.6384,0.144497
16,prevalence,run,2,2.6767,0.137823
16,prevalence,run,2,2.7151,0.128825
16,prevalence,run,2,2.7534,0.119585
16,prevalence,run,2,2.7918,0.110102
16,prevalence,run,2,2.8301,0.101736
16,prevalence,run,2,2.8685,0.095273
16,prevalence,run,2,2.9068,0.089198
16,prevalence,run,2,2.9452,0.082969
16,prevalence,run,2,2.9836,0.078462
16,prevalence,run,3,-3.0,0.076729
16,prevalence,run,3,-2.9616,0.07271
16,prevalence,run,3,-2.9233,0.069943
16,prevalence,run,3,-2.8849,0.069568
16,prevalence,run,3,-2.8466,0.071571
16,prevalence,run,3,-2.8082,0.074142
16,prevalence,run,3,-2.7699,0.077204
16,prevalence,run,3,-2.7315,0.08149
16,prevalence,run,3,-2.6932,0.086256
16,prevalence,run,3,-2.6548,0.092935
16,prevalence,run,3,-2.6164,0.101878
16,prevalence,run,3,-2.5781,0.111776
16,prevalence,run,3,-2.5397,0.124096
16,prevalence,run,3,-2.5014,0.135643
16,prevalence,run,3,-2.463,0.146062
16,prevalence,run,3,-2.4247,0.151767
16,prevalence,run,3,-2.3863,0.151813
16,prevalence,run,3,-2.3479,0.146456
16,prevalence,run,3,-2.3096,0.137497
16,prevalence,run,3,-2.2712,0.127021
16,prevalence,run,3,-2.2329,0.117319
16,prevalence,run,3,-2.1945,0.10859
16,prevalence,run,3,-2.1562,0.100487
16,prevalence,run,3,-2.1178,0.092961
16,prevalence,run,3,-2.0795,0.086428
16,prevalence,run,3,-2.0411,0.079821
16,prevalence,run,3,-2.0027,0.073756
16,prevalence,run,3,-1.9644,0.069128
16,prevalence,run,3,-1.926,0.067438
16,prevalence,run,3,-1.8877,0.067613
16,prevalence,run,3,-1.8493,0.069573
16,prevalence,run,3,-1.811,0.072256
16,prevalence,run,3,-1.7726,0.074629
16,prevalence,run,3,-1.7342,0.07828
16,prevalence,run,3,-1.6959,0.083013
16,prevalence,run,3,-1.6575,0.090046
16,prevalence,run,3,-1.6192,0.09913
16,prevalence,run,3,-1.5808,0.109211
16,prevalence,run,3,-1.5425,0.121893
16,prevalence,run,3,-1.5041,0.132565
16,prevalence,run,3,-1.4658,0.143229
16,prevalence,run,3,-1.4274,0.149534
16,prevalence,run,3,-1.389,0.150628
16,prevalence,run,3,-1.3507,0.146213
16,prevalence,run,3,-1.3123,0.138784
16,prevalence,run,3,-1.274,0.12882
16,prevalence,run,3,-1.2356,0.119239
16,prevalence,run,3,-1.1973,0.110219
16,prevalence,run,3,-1.1589,0.102268
16,prevalence,run,3,-1.1205,0.095311
16,prevalence,run,3,-1.0822,0.087823
16,prevalence,run,3,-1.0438,0.080666
16,prevalence,run,3,-1.0055,0.075265
16,prevalence,run,3,-0.9671,0.071339
16,prevalence,run,3,-0.9288,0.069525
16,prevalence,run,3,-0.8904,0.068977
16,prevalence,run,3,-0.8521,0.070164
16,prevalence,run,3,-0.8137,0.072495
16,prevalence,run,3,-0.7753,0.076154
16,prevalence,run,3,-0.737,0.081008
16,prevalence,run,3,-0.6986,0.085695
16,prevalence,run,3,-0.6603,0.092639
16,prevalence,run,3,-0.6219,0.100363
16,prevalence,run,3,-0.5836,0.109466
16,prevalence,run,3,-0.5452,0.121028
16,prevalence,run,3,-0.5068,0.132532
16,prevalence,run,3,-0.4685,0.143287
16,prevalence,run,3,-0.4301,0.152035
16,prevalence,run,3,-0.3918,0.15286
16,prevalence,run,3,-0.3534,0.149466
16,prevalence,run,3,-0.3151,0.142027
16,prevalence,run,3,-0.2767,0.131942
16,prevalence,run,3,-0.2384,0.121703
16,prevalence,run,3,-0.2,0.11221
16,prevalence,run,3,-0.1616,0.103953
16,prevalence,run,3,-0.1233,0.095616
16,prevalence,run,3,-0.0849,0.08896
16,prevalence,run,3,-0.0466,0.081359
16,prevalence,run,3,-0.0082,0.074692
16,prevalence,run,3,0.0301,0.069912
16,prevalence,run,3,0.0685,0.067399
16,prevalence,run,3,0.1068,0.065877
16,prevalence,run,3,0.1452,0.065712
16,prevalence,run,3,0.1836,0.065428
16,prevalence,run,3,0.2219,0.067839
16,prevalence,run,3,0.2603,0.068999
16,prevalence,run,3,0.2986,0.069713
16,prevalence,run,3,0.337,0.072984
16,prevalence,run,3,0.3753,0.078762
16,prevalence,run,3,0.4137,0.085451
16,prevalence,run,3,0.4521,0.093713
16,prevalence,run,3,0.4904,0.102727
16,prevalence,run,3,0.5288,0.109791
16,prevalence,run,3,0.5671,0.114656
16,prevalence,run,3,0.6055,0.115944
16,prevalence,run,3,0.6438,0.11278
16,prevalence,run,3,0.6822,0.107057
16,prevalence,run,3,0.7205,0.099385
16,prevalence,run,3,0.7589,0.091971
16,prevalence,run,3,0.7973,0.085273
16,prevalence,run,3,0.8356,0.079376
16,prevalence,run,3,0.874,0.073884
16,prevalence,run,3,0.9123,0.068372
16,prevalence,run,3,0.9507,0.062414
16,prevalence,run,3,0.989,0.057245
16,prevalence,run,3,1.0274,0.052609
16,prevalence,run,3,1.0658,0.049878
16,prevalence,run,3,1.1041,0.048936
16,prevalence,run,3,1.1425,0.050024
16,prevalence,run,3,1.1808,0.052133
16,prevalence,run,3,1.2192,0.054959
16,prevalence,run,3,1.2575,0.058302
16,prevalence,run,3,1.2959,0.063009
16,prevalence,run,3,1.3342,0.069471
16,prevalence,run,3,1.3726,0.079256
16,prevalence,run,3,1.411,0.088438
16,prevalence,run,3,1.4493,0.100666
16,prevalence,run,3,1.4877,0.111996
16,prevalence,run,3,1.526,0.121547
16,prevalence,run,3,1.5644,0.128885
16,prevalence,run,3,1.6027,0.131353
16,prevalence,run,3,1.6411,0.128731
16,prevalence,run,3,1.6795,0.12247
16,prevalence,run,3,1.7178,0.112877
16,prevalence,run,3,1.7562,0.104263
16,prevalence,run,3,1.7945,0.096624
16,prevalence,run,3,1.8329,0.089868
16,prevalence,run,3,1.8712,0.083216
16,prevalence,run,3,1.9096,0.076968
16,prevalence,run,3,1.9479,0.071619
16,prevalence,run,3,1.9863,0.066568
16,prevalence,run,3,2.0247,0.062461
16,prevalence,run,3,2.063,0.060178
16,prevalence,run,3,2.1014,0.059867
16,prevalence,run,3,2.1397,0.061396
16,prevalence,run,3,2.1781,0.063279
16,prevalence,run,3,2.2164,0.066319
16,prevalence,run,3,2.2548,0.070574
16,prevalence,run,3,2.2932,0.07556
16,prevalence,run,3,2.3315,0.081876
16,prevalence,run,3,2.3699,0.090338
16,prevalence,run,3,2.4082,0.100898
16,prevalence,run,3,2.4466,0.114248
16,prevalence,run,3,2.4849,0.127876
16,prevalence,run,3,2.5233,0.138608
16,prevalence,run,3,2.5616,0.145466
16,prevalence,run,3,2.6,0.148801
16,prevalence,run,3,2.6384,0.146849
16,prevalence,run,3,2.6767,0.140079
16,prevalence,run,3,2.7151,0.130376
16,prevalence,run,3,2.7534,0.120642
16,prevalence,run,3,2.7918,0.111678
16,prevalence,run,3,2.8301,0.103352
16,prevalence,run,3,2.8685,0.096228
16,prevalence,run,3,2.9068,0.089427
16,prevalence,run,3,2.9452,0.082248
16,prevalence,run,3,2.9836,0.077759
16,prevalence,malariasim,,-3.0,0.075689
16,prevalence,malariasim,,-2.9616,0.071472
16,prevalence,malariasim,,-2.9233,0.068834
16,prevalence,malariasim,,-2.8849,0.068049
16,prevalence,malariasim,,-2.8466,0.069799
16,prevalence,malariasim,,-2.8082,0.07307
16,prevalence,malariasim,,-2.7699,0.076336
16,prevalence,malariasim,,-2.7315,0.080753
16,prevalence,malariasim,,-2.6932,0.085181
16,prevalence,malariasim,,-2.6548,0.091323
16,prevalence,malariasim,,-2.6164,0.100349
16,prevalence,malariasim,,-2.5781,0.110789
16,prevalence,malariasim,,-2.5397,0.122539
16,prevalence,malariasim,,-2.5014,0.133967
16,prevalence,malariasim,,-2.463,0.144177
16,prevalence,malariasim,,-2.4247,0.149806
16,prevalence,malariasim,,-2.3863,0.149464
16,prevalence,malariasim,,-2.3479,0.144844
16,prevalence,malariasim,,-2.3096,0.137128
16,prevalence,malariasim,,-2.2712,0.127242
16,prevalence,malariasim,,-2.2329,0.117319
